es.ull.app.Player,469,655
es.ull.app.GhostPink,374,362
es.ull.app.GhostBlue,225,110
es.ull.app.GhostGreen,922,412
es.ull.app.GhostPink,272,412
es.ull.app.Dot,374,512
es.ull.app.Shield,75,260
es.ull.app.Star,922,110
es.ull.app.Pizza,174,662
es.ull.app.Tram,12,50
es.ull.app.Tram,12,100
es.ull.app.Tram,12,150
es.ull.app.Tram,12,200
es.ull.app.Tram,12,250
es.ull.app.Tram,12,300
es.ull.app.Tram,12,350
es.ull.app.Tram,12,400
es.ull.app.Tram,12,450
es.ull.app.Tram,12,500
es.ull.app.Tram,12,550
es.ull.app.Tram,12,600
es.ull.app.Tram,12,650
es.ull.app.Tram,12,700
es.ull.app.Tram,62,700
es.ull.app.Tram,112,700
es.ull.app.Tram,162,700
es.ull.app.Tram,212,700
es.ull.app.Tram,262,700
es.ull.app.Tram,312,700
es.ull.app.Tram,362,700
es.ull.app.Tram,412,700
es.ull.app.Tram,462,700
es.ull.app.Tram,512,700
es.ull.app.Tram,562,700
es.ull.app.Tram,612,700
es.ull.app.Tram,662,700
es.ull.app.Tram,712,700
es.ull.app.Tram,762,700
es.ull.app.Tram,812,700
es.ull.app.Tram,862,700
es.ull.app.Tram,912,700
es.ull.app.Tram,962,700
es.ull.app.Tram,62,50
es.ull.app.Tram,112,50
es.ull.app.Tram,162,50
es.ull.app.Tram,212,50
es.ull.app.Tram,262,50
es.ull.app.Tram,312,50
es.ull.app.Tram,362,50
es.ull.app.Tram,412,50
es.ull.app.Tram,462,50
es.ull.app.Tram,512,50
es.ull.app.Tram,562,50
es.ull.app.Tram,612,50
es.ull.app.Tram,662,50
es.ull.app.Tram,712,50
es.ull.app.Tram,762,50
es.ull.app.Tram,812,50
es.ull.app.Tram,862,50
es.ull.app.Tram,912,50
es.ull.app.Tram,962,50
es.ull.app.Tram,962,100
es.ull.app.Tram,962,150
es.ull.app.Tram,962,200
es.ull.app.Tram,962,250
es.ull.app.Tram,962,300
es.ull.app.Tram,962,350
es.ull.app.Tram,962,400
es.ull.app.Tram,962,450
es.ull.app.Tram,962,500
es.ull.app.Tram,962,550
es.ull.app.Tram,962,600
es.ull.app.Tram,962,650
es.ull.app.Tram,962,700
es.ull.app.Tram,112,100
es.ull.app.Tram,162,100
es.ull.app.Tram,112,150
es.ull.app.Tram,162,150
es.ull.app.Tram,112,200
es.ull.app.Tram,162,200
es.ull.app.Tram,812,150
es.ull.app.Tram,862,150
es.ull.app.Tram,812,200
es.ull.app.Tram,862,200
es.ull.app.Tram,862,100
es.ull.app.Tram,812,100
es.ull.app.Tram,462,150
es.ull.app.Tram,512,150
es.ull.app.Tram,462,200
es.ull.app.Tram,512,200
es.ull.app.Tram,262,150
es.ull.app.Tram,312,150
es.ull.app.Tram,362,150
es.ull.app.Tram,262,200
es.ull.app.Tram,312,200
es.ull.app.Tram,362,200
es.ull.app.Tram,612,150
es.ull.app.Tram,662,150
es.ull.app.Tram,612,200
es.ull.app.Tram,662,200
es.ull.app.Tram,712,200
es.ull.app.Tram,712,150
es.ull.app.Tram,112,300
es.ull.app.Tram,162,300
es.ull.app.Tram,212,300
es.ull.app.Tram,112,350
es.ull.app.Tram,162,350
es.ull.app.Tram,212,350
es.ull.app.Tram,762,300
es.ull.app.Tram,812,300
es.ull.app.Tram,862,300
es.ull.app.Tram,762,350
es.ull.app.Tram,812,350
es.ull.app.Tram,862,350
es.ull.app.Tram,462,300
es.ull.app.Tram,512,300
es.ull.app.Tram,612,300
es.ull.app.Tram,662,300
es.ull.app.Tram,662,350
es.ull.app.Tram,662,400
es.ull.app.Tram,662,450
es.ull.app.Tram,662,500
es.ull.app.Tram,312,300
es.ull.app.Tram,362,300
es.ull.app.Tram,312,350
es.ull.app.Tram,312,400
es.ull.app.Tram,312,450
es.ull.app.Tram,312,500
es.ull.app.Tram,412,400
es.ull.app.Tram,412,450
es.ull.app.Tram,412,500
es.ull.app.Tram,462,500
es.ull.app.Tram,512,500
es.ull.app.Tram,562,500
es.ull.app.Tram,562,450
es.ull.app.Tram,562,400
es.ull.app.Tram,112,450
es.ull.app.Tram,112,500
es.ull.app.Tram,112,550
es.ull.app.Tram,112,600
es.ull.app.Tram,162,450
es.ull.app.Tram,212,450
es.ull.app.Tram,862,450
es.ull.app.Tram,862,500
es.ull.app.Tram,862,550
es.ull.app.Tram,862,600
es.ull.app.Tram,812,450
es.ull.app.Tram,762,450
es.ull.app.Tram,762,600
es.ull.app.Tram,762,550
es.ull.app.Tram,712,600
es.ull.app.Tram,662,600
es.ull.app.Tram,612,600
es.ull.app.Tram,212,600
es.ull.app.Tram,212,550
es.ull.app.Tram,262,600
es.ull.app.Tram,312,600
